title,description,street,city,state,postal_code,country,lat,lng,phone,fax,email,website,description_2,marker_id,is_disabled,open_hours,logo_name,categories,order,update_id
"RED COMERCIAL LA COSTA S.A.S.",,"Carrera 16 #12G-40",Montería,Córdoba,,Colombia,8.7475035,-75.8777398,"(034) 795 9623 / 318 289 51 75 / 318 359 0955",,,https://www.redcomercialcosta.com/,,151,0,"mon=07:30 AM - 12:00 PM,01:00 PM - 05:00 PM|tue=07:30 AM - 12:00 PM,01:00 PM - 05:00 PM|wed=07:30 AM - 12:00 PM,01:00 PM - 05:00 PM|thu=07:30 AM - 12:00 PM,01:00 PM - 05:00 PM|fri=07:30 AM - 12:00 PM,01:00 PM - 05:00 PM|sat=07:30 AM - 01:00 PM|sun=0",JAC,Talleres|Concesionarios,0,92
"MOTORKIA S.A.S.",,"Carrera 1 #11-85",Ipiales,Nariño,,Colombia,0.829578,-77.6373211,"317 501 0759",,,,,151,0,"mon=07:00 AM - 02:00 PM|tue=07:00 AM - 02:00 PM|wed=07:00 AM - 02:00 PM|thu=07:00 AM - 02:00 PM|fri=07:00 AM - 02:00 PM|sat=0|sun=0",JAC,Talleres,0,93
"FERAUTOS S.A.S.",,"Av. Américas #29-74",Duitama,Boyacá,,Colombia,5.8229742,-73.03986,"(038) 760 2047 / (038) 760 1024",,,,,151,0,"mon=08:00 AM - 06:00 PM|tue=08:00 AM - 06:00 PM|wed=08:00 AM - 06:00 PM|thu=08:00 AM - 06:00 PM|fri=08:00 AM - 06:00 PM|sat=08:30 AM - 03:00 PM|sun=0",JAC,Concesionarios,0,94
"FERAUTOS S.A.S.",,"Av. Americas #26-49",Duitama,Boyacá,,Colombia,5.8190582,-73.0374628,"318 608 2592 / (038) 760 2047",,,,,151,0,"mon=08:00 AM - 03:00 PM|tue=08:00 AM - 03:00 PM|wed=08:00 AM - 03:00 PM|thu=08:00 AM - 03:00 PM|fri=08:00 AM - 03:00 PM|sat=08:00 AM - 01:00 PM|sun=0",JAC,Talleres,0,95
"AUTOCOM CHÍA",,"Km 1 Via Chía - Cajicá Diagonal a Centro Chía",Chía,Cundinamarca,,Colombia,4.8777675,-74.040058,"(031) 884 4312 / 01-8000-185393",,,,,151,0,"mon=08:00 AM - 06:00 PM|tue=08:00 AM - 06:00 PM|wed=08:00 AM - 06:00 PM|thu=08:00 AM - 06:00 PM|fri=08:00 AM - 06:00 PM|sat=08:00 AM - 05:00 PM|sun=10:00 AM - 03:00 PM",JAC,Concesionarios,0,96
ALMOTORES,,"Calle 70 Norte #2A-280",Cali,"Valle del Cauca",,Colombia,3.4895558,-76.5053530,"(032) 485 0127 / 318 315 9994 / (032) 485 9191",,,https://almotoresjac.com/,,151,0,"mon=08:00 AM - 06:00 PM|tue=08:00 AM - 06:00 PM|wed=08:00 AM - 06:00 PM|thu=08:00 AM - 06:00 PM|fri=08:00 AM - 06:00 PM|sat=08:00 AM - 04:00 PM|sun=0",JAC,Talleres|Concesionarios,0,97
"AUTOCOM AV. 1",,"Calle 1 #18-45",Bogotá,"Bogotá D.C.",,Colombia,4.5932525,-74.0956375,"(031) 745 0192 / 01-8000-185393",,,,,151,0,"mon=08:00 AM - 06:00 PM|tue=08:00 AM - 06:00 PM|wed=08:00 AM - 06:00 PM|thu=08:00 AM - 06:00 PM|fri=08:00 AM - 06:00 PM|sat=09:00 AM - 05:00 PM|sun=10:00 AM - 02:00 PM",JAC,Concesionarios,1,98
"AUTOCOM AV. 1 (CENTRO COLISIÓN)",,"Calle 1 #18-45",Bogotá,"Bogotá D.C.",,Colombia,4.5932525,-74.0956375,"315 693 5655 / 01-8000-185393",,,,,151,0,"mon=07:00 AM - 05:00 PM|tue=07:00 AM - 05:00 PM|wed=07:00 AM - 05:00 PM|thu=07:00 AM - 05:00 PM|fri=07:00 AM - 05:00 PM|sat=08:00 AM - 01:00 PM|sun=0",JAC,Talleres,1,99
"AUTO UNIÓN S.A.",,"Autopista Norte #127D-18",Bogotá,"Bogotá D.C.",,Colombia,4.711533,-74.0555696,"(031) 615 4284",,,,,151,0,"mon=12:00 PM - 08:00 PM|tue=12:00 PM - 08:00 PM|wed=12:00 PM - 08:00 PM|thu=12:00 PM - 08:00 PM|fri=12:00 PM - 08:00 PM|sat=12:00 PM - 08:00 PM|sun=0",JAC,Talleres|Concesionarios,0,100
"AUTOCOM CARRERA 36",,"Carrera 36 #18-20",Bogotá,"Bogotá D.C.",,Colombia,4.6223736,-74.0955324,"(031) 745 0173 / 01-8000-185393",,,,,151,0,"mon=08:00 AM - 06:00 PM|tue=08:00 AM - 06:00 PM|wed=08:00 AM - 06:00 PM|thu=08:00 AM - 06:00 PM|fri=08:00 AM - 06:00 PM|sat=09:00 AM - 05:00 PM|sun=10:00 AM - 04:00 PM",JAC,Concesionarios,2,101
"MORARCI MACROSERVICIOS CLINICAR",,"Calle 50 #44-36",Barranquilla,Atlántico,,Colombia,10.9856294,-74.7909055,"300 8406055",,,,,151,0,"mon=08:00 AM - 05:30 PM|tue=08:00 AM - 05:30 PM|wed=08:00 AM - 05:30 PM|thu=08:00 AM - 05:30 PM|fri=08:00 AM - 05:30 PM|sat=08:00 AM - 12:00 PM|sun=0",JAC,Talleres,0,103
"FERSAUTOS S.A.S.",,"Calle 52 #5 - 52",Barrancabermeja,Santander,,Colombia,7.0614934,-73.8740846,"(037) 620 0355",,,,,151,0,mon=0|tue=0|wed=0|thu=0|fri=0|sat=0|sun=0,JAC,Concesionarios,0,104
"AUTOCOM ITAGÜÍ",,"Carrera 42 #33-63 Autopista Sur",Itagüí,Antioquia,,Colombia,6.1640351,-75.6142973,"(034) 605 1236 / 01-8000-185393",,,,,151,0,"mon=08:00 AM - 12:00 PM,01:00 PM - 06:00 PM|tue=08:00 AM - 12:00 PM,01:00 PM - 06:00 PM|wed=08:00 AM - 12:00 PM,01:00 PM - 06:00 PM|thu=08:00 AM - 12:00 PM,01:00 PM - 06:00 PM|fri=08:00 AM - 12:00 PM,01:00 PM - 06:00 PM|sat=08:00 AM - 03:00 PM|sun=0",JAC,Concesionarios,0,106
"AUTOCOM CALLE 80",,"Av. Boyaca #77a - 41",Bogotá,"Bogotá D.C.",,Colombia,4.694135664247335,-74.09121430580443,"(031) 898 5393 / 01-8000-185393",,,,,151,0,"mon=08:00 AM - 06:00 PM|tue=08:00 AM - 06:00 PM|wed=08:00 AM - 06:00 PM|thu=08:00 AM - 06:00 PM|fri=08:00 AM - 06:00 PM|sat=09:00 AM - 05:00 PM|sun=10:00 AM - 03:00 PM",JAC,Concesionarios,3,107
"AUTOCOM CARRERA 36",,"Carrera 36 #18-20",Bogotá,"Bogotá D.C.",,Colombia,4.6223736,-74.0955324,"316 696 8368 / 01-8000-185393",,,,,151,0,"mon=07:00 AM - 05:00 PM|tue=07:00 AM - 05:00 PM|wed=07:00 AM - 05:00 PM|thu=07:00 AM - 05:00 PM|fri=07:00 AM - 05:00 PM|sat=08:00 AM - 01:00 PM|sun=0",JAC,Talleres,2,108
"AUTOCOM CHÍA",,"Km 1 Via Chía - Cajicá",Chía,Cundinamarca,,Colombia,4.8777675,-74.040058,"(031) 884 4314 / 311 878 4373 / 01-8000-185393",,,,,151,0,"mon=07:00 AM - 05:00 PM|tue=07:00 AM - 05:00 PM|wed=07:00 AM - 05:00 PM|thu=07:00 AM - 05:00 PM|fri=07:00 AM - 05:00 PM|sat=08:00 AM - 01:00 PM|sun=0",JAC,Talleres,0,109
"FERSAUTOS S.A.S. Km 4 Vía Girón",,"Km 4 vía Bucaramanga – Girón",Bucaramanga,Santander,,Colombia,"7.085901	",-73.140657,"(7) 637 59 17 / 310 250 8379",,,https://www.fersautos.co/jac,,151,0,"mon=02:00 PM - 07:00 PM|tue=02:00 PM - 07:00 PM|wed=02:00 PM - 07:00 PM|thu=02:00 PM - 07:00 PM|fri=02:00 PM - 07:00 PM|sat=0|sun=0",JAC,Concesionarios,0,110
"MORARCI GROUP",,"Via 40 #54-58",Barranquilla,Atlántico,,Colombia,10.9960008,-74.7839341,"396 6096",,,http://autosmorarci.com/,,151,0,"mon=08:00 AM - 05:00 PM|tue=08:00 AM - 05:00 PM|wed=08:00 AM - 05:00 PM|thu=08:00 AM - 05:00 PM|fri=08:00 AM - 05:00 PM|sat=09:00 AM - 01:00 PM|sun=0",JAC,Concesionarios,0,111
"CENTRO MOTORS PALMIRA",,"Calle 42 #32b-05",Palmira,"Valle del Cauca",,Colombia,3.5383334,-76.3042045,"(032) 233 9713",,,http://jac.centromotors.com.co,,151,0,"mon=08:00 AM - 06:00 PM|tue=08:00 AM - 06:00 PM|wed=08:00 AM - 06:00 PM|thu=08:00 AM - 06:00 PM|fri=08:00 AM - 06:00 PM|sat=08:00 AM - 03:00 PM|sun=0",JAC,Concesionarios,0,112
"MOTORKIA S.A.S.",,"Av. Panamericana Calle 18 Esquina - Valle de Atriz",Pasto,Nariño,,Colombia,1.2250986,-77.2867453,"(032) 720 87 39 / 317 363 7774",,,http://www.motorjacpasto.com/,,151,0,"mon=08:00 AM - 02:00 PM|tue=08:00 AM - 02:00 PM|wed=08:00 AM - 02:00 PM|thu=08:00 AM - 02:00 PM|fri=08:00 AM - 02:00 PM|sat=08:00 AM - 02:00 PM|sun=0",JAC,Concesionarios,0,113
"Autokoreana Medellín",,"Industriales Carrera 48 #16-45, Av. Regional esquina.",Medellín,Antioquia,,Colombia,6.2177586,-75.5788082,"(034) 6046719",,,,,151,0,"mon=07:30 AM - 05:00 PM|tue=07:30 AM - 05:00 PM|wed=07:30 AM - 05:00 PM|thu=07:30 AM - 05:00 PM|fri=07:30 AM - 05:00 PM|sat=08:00 AM - 01:00 PM|sun=0",JAC,Concesionarios,0,116
"AUTOCOM CALLE 80",,"Av. Boyacá #77a-41",Bogotá,"Bogotá D.C.",,Colombia,4.694165864245006,-74.09109151559143,"01-8000-185393 | Ext. 1132",,repuestos.calle80_1@autocom.com.co,,,152,0,"mon=07:30 AM - 05:00 PM|tue=07:30 AM - 05:00 PM|wed=07:30 AM - 05:00 PM|thu=07:30 AM - 05:00 PM|fri=07:30 AM - 05:00 PM|sat=08:00 AM - 12:00 PM|sun=0",JAC,"Venta Repuestos",0,117
"AUTOCOM CARRERA 36",,"Carrera 36 #18-20 Esquina",Bogotá,"Bogotá D.C.",,Colombia,4.6223736,-74.0955324,"01-8000-185393 | 1193",,repuestos.cra36_1@autocom.com.co,,,152,0,"mon=07:30 AM - 05:00 PM|tue=07:30 AM - 05:00 PM|wed=07:30 AM - 05:00 PM|thu=07:30 AM - 05:00 PM|fri=07:30 AM - 05:00 PM|sat=08:00 AM - 12:00 PM|sun=0",JAC,"Venta Repuestos",0,118
"AUTOCOM AV. 1",,"Calle 1 #18-45",Bogotá,"Bogotá D.C.",,Colombia,4.5932525,-74.0956375,"01-8000-185393 | 1183",,repuestos.av1_2@autocom.com.co,,,152,0,"mon=07:30 AM - 05:00 PM|tue=07:30 AM - 05:00 PM|wed=07:30 AM - 05:00 PM|thu=07:30 AM - 05:00 PM|fri=07:30 AM - 05:00 PM|sat=08:00 AM - 12:00 PM|sun=0",JAC,"Venta Repuestos",0,119
ALMOTORES,,"Calle 70 Norte  # 2A -280",Cali,"Valle del Cauca",,Colombia,3.4895558,-76.5053530,"312 7871170",,respuestosjac1@almotores.com,,,152,,"mon=08:00 AM - 05:00 PM|tue=08:00 AM - 05:00 PM|wed=08:00 AM - 05:00 PM|thu=08:00 AM - 05:00 PM|fri=08:00 AM - 05:00 PM|sat=08:00 AM - 12:00 PM|sun=0",JAC,"Venta Repuestos",0,120
"AUTO UNIÓN",,"Autopista Norte #127D-18",Bogotá,"Bogotá D.C.",,Colombia,4.7113726112520435,-74.05264062775574,"(031) 615 4284",,,,,152,0,"mon=12:00 PM - 08:00 PM|tue=12:00 PM - 08:00 PM|wed=12:00 PM - 08:00 PM|thu=12:00 PM - 08:00 PM|fri=12:00 PM - 08:00 PM|sat=12:00 PM - 08:00 PM|sun=0",JAC,"Venta Repuestos",0,121
"AUTO UNIÓN ",,"Carrera 20 #37-55",Yopal,Casanare,,Colombia,5.3249921,-72.3903324,"(038) 633 4551",,,,,152,,"mon=08:00 AM - 04:00 PM|tue=08:00 AM - 04:00 PM|wed=08:00 AM - 04:00 PM|thu=08:00 AM - 04:00 PM|fri=08:00 AM - 04:00 PM|sat=08:00 AM - 04:00 PM|sun=0",JAC,"Venta Repuestos",0,122
"AUTO UNIÓN",,"Calle 1 #37-140",Villavicencio,Meta,,Colombia,4.116314,-73.626208,"321 437 4255",,,,,152,,"mon=08:00 AM - 04:00 PM|tue=08:00 AM - 04:00 PM|wed=08:00 AM - 04:00 PM|thu=08:00 AM - 04:00 PM|fri=08:00 AM - 04:00 PM|sat=08:00 AM - 04:00 PM|sun=0",JAC,"Venta Repuestos",0,123
"AUTOCOM CHIA",,"Km 1 Vía Chía Cajicá, Costado Occidental",Chía,Cundinamarca,,Colombia,4.878066819377131,-74.0381482671814,"01-8000 185393 | Ext. 1504",,repuestos.chia_1@autocom.com.co,,,152,0,"mon=07:00 AM - 04:30 PM|tue=07:00 AM - 04:30 PM|wed=07:00 AM - 04:30 PM|thu=07:00 AM - 04:30 PM|fri=07:00 AM - 04:30 PM|sat=08:00 AM - 12:00 PM|sun=0",JAC,"Venta Repuestos",0,124
"AUTOCOM ITAGÜÍ",,"Carrera 42 #33-63 Autopista Sur, Costado occidental",Itagüí,Antioquia,,Colombia,6.1640351,-75.6142973,"01-8000-185393 | Ext. 1604",,repuestos.medellin1@autocom.com.co,,,152,,"mon=07:00 AM - 04:30 PM|tue=07:00 AM - 04:30 PM|wed=07:00 AM - 04:30 PM|thu=07:00 AM - 04:30 PM|fri=07:00 AM - 04:30 PM|sat=08:00 AM - 12:00 PM|sun=0",JAC,"Venta Repuestos",0,125
AUTOKOREANA,,"Carrera 48 #16-45 Av. Regional, Esquina",Medellín,Antioquia,,Colombia,6.2177586,-75.5788082,"(034) 6046719",,,,,152,,"mon=07:30 AM - 05:00 PM|tue=07:30 AM - 05:00 PM|wed=07:30 AM - 05:00 PM|thu=07:30 AM - 05:00 PM|fri=07:30 AM - 05:00 PM|sat=07:30 AM - 05:00 PM|sun=0",JAC,"Venta Repuestos",0,126
"CASAUTOS S.A.",,"Carrera 23 #35-15",Manizales,Caldas,,Colombia,5.067742366902649,-75.50826002730027,"318 306 6678",,,,,152,,"mon=08:00 AM - 04:00 PM|tue=08:00 AM - 04:00 PM|wed=08:00 AM - 04:00 PM|thu=08:00 AM - 04:00 PM|fri=08:00 AM - 04:00 PM|sat=08:00 AM - 04:00 PM|sun=0",JAC,"Venta Repuestos",0,127
"CASAUTOS S.A.",,"Av. 30 de Agosto #105-90",Pereira,Risaralda,,Colombia,4.813339460165746,-75.76579514285278,"310 897 0167",,,,,152,,"mon=08:00 AM - 04:00 PM|tue=08:00 AM - 04:00 PM|wed=08:00 AM - 04:00 PM|thu=08:00 AM - 04:00 PM|fri=08:00 AM - 04:00 PM|sat=08:00 AM - 04:00 PM|sun=0",JAC,"Venta Repuestos",0,128
"CENTRO MOTORS",,"Calle 26 #39-60",Tuluá,"Valle del Cauca",,Colombia,4.0832017,-76.1890373,"311 372 1705",,,,,152,,"mon=08:00 AM - 01:00 PM|tue=08:00 AM - 01:00 PM|wed=08:00 AM - 01:00 PM|thu=08:00 AM - 01:00 PM|fri=08:00 AM - 01:00 PM|sat=08:00 AM - 01:00 PM|sun=0",JAC,"Venta Repuestos",0,129
"CENTRO MOTORS",,"Calle 42 # 32B-05",Palmira,"Valle del Cauca",,Colombia,3.5383334,-76.3042098,"316 875 1746",,,,,152,,"mon=08:00 AM - 01:00 PM|tue=08:00 AM - 01:00 PM|wed=08:00 AM - 01:00 PM|thu=08:00 AM - 01:00 PM|fri=08:00 AM - 01:00 PM|sat=08:00 AM - 01:00 PM|sun=0",JAC,"Venta Repuestos",0,130
DISALCAR,,"Carrera 7A # 39-134",Valledupar,Cesar,,Colombia,10.449238,-73.2449932,"317 895 8491",,,,,152,,"mon=08:00 AM - 03:00 PM|tue=08:00 AM - 03:00 PM|wed=08:00 AM - 03:00 PM|thu=08:00 AM - 03:00 PM|fri=08:00 AM - 03:00 PM|sat=08:00 AM - 03:00 PM|sun=0",JAC,"Venta Repuestos",0,131
FERAUTOS,,"Av. Americas #26-49",Duitama,Boyacá,,Colombia,5.8190582,-73.0374628,"318 608 2592",,,,,152,,"mon=08:00 AM - 03:00 PM|tue=08:00 AM - 03:00 PM|wed=08:00 AM - 03:00 PM|thu=08:00 AM - 03:00 PM|fri=08:00 AM - 03:00 PM|sat=08:00 AM - 03:00 PM|sun=0",JAC,"Venta Repuestos",0,132
"FERSAUTOS PUERTA DEL SOL",,"Diagonal 15 #63-20, Puerta del sol",Bucaramanga,Santander,,Colombia,7.0614934,-73.8740846,"311 450 0797",,,,,152,,"mon=09:00 AM - 06:00 PM|tue=09:00 AM - 06:00 PM|wed=09:00 AM - 06:00 PM|thu=09:00 AM - 06:00 PM|fri=09:00 AM - 06:00 PM|sat=09:00 AM - 06:00 PM|sun=0",JAC,"Venta Repuestos",0,133
"MUNDIPARTES CHINA",,"Calle 29 #13-47",Bucaramanga,Santader,,Colombia,7.1225036,-73.1316841,"317 636 2948",,,,,152,,"mon=07:30 AM - 05:00 PM|tue=07:30 AM - 05:00 PM|wed=07:30 AM - 05:00 PM|thu=07:30 AM - 05:00 PM|fri=07:30 AM - 05:00 PM|sat=0|sun=0",JAC,"Venta Repuestos",0,134
"FERSAUTOS SEVILLA",,"Av. 7 #8N-58, Av. Sevilla",Cúcuta,"Norte de Santander",,Colombia,7.9087969,-72.5054477,"310 250 8379",,,,,152,,"mon=08:00 AM - 04:00 PM|tue=08:00 AM - 04:00 PM|wed=08:00 AM - 04:00 PM|thu=08:00 AM - 04:00 PM|fri=08:00 AM - 04:00 PM|sat=08:00 AM - 04:00 PM|sun=0",JAC,"Venta Repuestos",0,135
"KIA PLAZA",,"Carrera 19 #21-60",Yopal,Casanare,,Colombia,5.3371473,-72.3980889,"(038) 633 4869",,,,,152,,"mon=07:00 AM - 03:00 PM|tue=07:00 AM - 03:00 PM|wed=07:00 AM - 03:00 PM|thu=07:00 AM - 03:00 PM|fri=07:00 AM - 03:00 PM|sat=07:00 AM - 03:00 PM|sun=0",JAC,"Venta Repuestos",0,136
"MORARCI GROUP S.A.S",,"Vía 40 #54-58",Barranquilla,Atlántico,,Colombia,10.9960008,-74.7839341,"300 840 5055",,,,,152,,"mon=08:00 AM - 04:00 PM|tue=08:00 AM - 04:00 PM|wed=08:00 AM - 04:00 PM|thu=08:00 AM - 04:00 PM|fri=08:00 AM - 04:00 PM|sat=08:00 AM - 04:00 PM|sun=0",JAC,"Venta Repuestos",0,137
"MOTORKIA S.A.S.",,"Carrera 1 #11-85",Ipiales,Nariño,,Colombia,0.829578,-77.6373211,"317 501 0759",,,,,152,,"mon=07:00 AM - 02:00 PM|tue=07:00 AM - 02:00 PM|wed=07:00 AM - 02:00 PM|thu=07:00 AM - 02:00 PM|fri=07:00 AM - 02:00 PM|sat=07:00 AM - 02:00 PM|sun=0",JAC,"Venta Repuestos",0,138
